Campaign_Name,Id,Status,Date,Month,Amount,Payout,Currency,Sub_Id,Inventory,Partner,Email_Id
Skyscanner,13416.6144.1568462,Pending,2024-10-27,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1560689,Pending,2024-10-27,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1523164,Pending,2024-10-27,V-Oct'24,0.23,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1521783,Pending,2024-10-27,V-Oct'24,0.03,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1527810,Pending,2024-10-27,V-Oct'24,0.45,7.5708,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1549281,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1533820,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1505798,Pending,2024-10-27,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1505499,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1565660,Pending,2024-10-27,V-Oct'24,0.01,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1538241,Pending,2024-10-27,V-Oct'24,0.48,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1526700,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1510204,Pending,2024-10-27,V-Oct'24,0.01,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1529972,Pending,2024-10-27,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1505592,Pending,2024-10-27,V-Oct'24,0.01,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6144.1539963,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6144.21501,Pending,2024-10-27,V-Oct'24,12.95,1093.56,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1934120,Pending,2024-10-27,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1929705,Pending,2024-10-27,V-Oct'24,0.48,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1924302,Pending,2024-10-27,V-Oct'24,0.48,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1929458,Pending,2024-10-27,V-Oct'24,0.48,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1927795,Pending,2024-10-27,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1934751,Pending,2024-10-26,V-Oct'24,0.73,12.618,INR,,Xocoupon,Impact,contact@xocoupon.com
Coursera B2C Affiliate Program,14726.6143.1981413,Pending,2024-10-26,V-Oct'24,13.78,521.544,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1925282,Pending,2024-10-26,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1928072,Pending,2024-10-26,V-Oct'24,0.69,11.7768,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1415374,Pending,2024-10-26,V-Oct'24,0.52,8.412,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6143.1482939,Pending,2024-10-26,V-Oct'24,2.39,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1441454,Pending,2024-10-26,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Airalo - The World's First eSIM Store,15608.6143.457698,Pending,2024-10-26,V-Oct'24,26,218.712,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1391868,Pending,2024-10-26,V-Oct'24,0.47,7.5708,INR,,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6143.954959,Pending,2024-10-26,V-Oct'24,20.66,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1387417,Pending,2024-10-26,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1405936,Pending,2024-10-26,V-Oct'24,1.44,24.3948,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1394100,Pending,2024-10-26,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6143.1855775,Pending,2024-10-26,V-Oct'24,36.28,121.974,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1383055,Pending,2024-10-26,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6143.1384697,Pending,2024-10-26,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2032731,Pending,2024-10-26,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2025308,Pending,2024-10-25,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2024854,Pending,2024-10-25,V-Oct'24,0.88,15.1416,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2031128,Pending,2024-10-25,V-Oct'24,0.83,14.3004,INR,,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6142.2012389,Pending,2024-10-25,V-Oct'24,51.34,302.832,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2029154,Pending,2024-10-25,V-Oct'24,0.47,7.5708,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.2033762,Pending,2024-10-25,V-Oct'24,0.56,9.2532,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1505808,Pending,2024-10-25,V-Oct'24,0.35,5.8884,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1503776,Pending,2024-10-25,V-Oct'24,0.35,5.8884,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1508196,Pending,2024-10-25,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1491647,Pending,2024-10-25,V-Oct'24,0.25,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1489411,Pending,2024-10-25,V-Oct'24,2.02,33.648,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6142.1192476,Pending,2024-10-25,V-Oct'24,11.34,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1474934,Pending,2024-10-25,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1472112,Pending,2024-10-25,V-Oct'24,0.25,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1511962,Pending,2024-10-25,V-Oct'24,0.25,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6142.82487,Pending,2024-10-25,V-Oct'24,15,1261.8,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1494814,Pending,2024-10-25,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1512119,Pending,2024-10-25,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
DataCamp,13294.6142.34382,Pending,2024-10-25,V-Oct'24,73,460.9776,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1533577,Pending,2024-10-25,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6142.1487847,Pending,2024-10-25,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6142.6634,Pending,2024-10-25,V-Oct'24,12.95,1093.56,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.2002492,Pending,2024-10-25,V-Oct'24,0.27,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1999478,Pending,2024-10-24,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1999244,Pending,2024-10-24,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Web.com,1642.6141.994405,Pending,2024-10-24,V-Oct'24,22.99,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1982041,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1981883,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1432252,Pending,2024-10-24,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1348160,Pending,2024-10-24,V-Oct'24,0.93,15.9828,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6141.698574,Reversed,2024-10-24,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6141.1951684,Reversed,2024-10-24,V-Oct'24,0,0,INR,fs_st,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6141.1951622,Reversed,2024-10-24,V-Oct'24,0,0,INR,fs_st,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6141.656266,Pending,2024-10-24,V-Oct'24,15,1261.8,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Hostinger,12282.6141.610319,Pending,2024-10-24,V-Oct'24,35.88,1207.122,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1429322,Pending,2024-10-24,V-Oct'24,1.09,18.5064,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1416672,Pending,2024-10-24,V-Oct'24,0.34,5.8884,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1400528,Pending,2024-10-24,V-Oct'24,0.42,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1421582,Pending,2024-10-24,V-Oct'24,0.48,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1431417,Pending,2024-10-24,V-Oct'24,0.12,1.6824,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1406835,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6141.409790,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1422818,Pending,2024-10-24,V-Oct'24,0.56,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1441662,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1371699,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1364651,Pending,2024-10-24,V-Oct'24,1.75,29.442,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1383541,Pending,2024-10-24,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1365515,Pending,2024-10-24,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1381314,Pending,2024-10-24,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1424465,Pending,2024-10-24,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1373913,Pending,2024-10-24,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Coursera B2C Affiliate Program,14726.6141.134357,Pending,2024-10-24,V-Oct'24,2.9,48.7896,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6141.129224,Pending,2024-10-24,V-Oct'24,12.95,1093.56,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1381490,Pending,2024-10-24,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1376374,Pending,2024-10-24,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6141.30234,Pending,2024-10-24,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6141.1421978,Pending,2024-10-24,V-Oct'24,1.26,21.03,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.2059839,Pending,2024-10-23,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6140.1999535,Pending,2024-10-23,V-Oct'24,65.96,388.6344,INR,fs_st,Xocoupon,Impact,contact@xocoupon.com
DHgate,12108.6140.1998901,Pending,2024-10-23,V-Oct'24,20.4,68.9784,INR,fs_st,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1598896,Pending,2024-10-23,V-Oct'24,2,33.648,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Coursera B2C Affiliate Program,14726.6140.2086903,Pending,2024-10-23,V-Oct'24,37.63,1424.1516,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Surfshark ,9043.6140.745292,Pending,2024-10-23,V-Oct'24,51.52,1733.7132,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1585459,Pending,2024-10-23,V-Oct'24,0.16,2.5236,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6140.453007,Pending,2024-10-23,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1578713,Pending,2024-10-23,V-Oct'24,0.34,5.8884,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1518496,Pending,2024-10-23,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1600230,Pending,2024-10-23,V-Oct'24,0.23,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1557039,Pending,2024-10-23,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1565652,Pending,2024-10-23,V-Oct'24,0.52,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1564753,Pending,2024-10-23,V-Oct'24,0.23,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1573422,Pending,2024-10-23,V-Oct'24,0.28,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1600087,Pending,2024-10-23,V-Oct'24,0.28,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1566995,Pending,2024-10-23,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1588476,Pending,2024-10-23,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1526997,Pending,2024-10-23,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1534809,Pending,2024-10-23,V-Oct'24,0.5,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1543992,Pending,2024-10-23,V-Oct'24,0.63,10.9356,INR,,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6140.237487,Pending,2024-10-23,V-Oct'24,12.95,1093.56,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1581392,Pending,2024-10-23,V-Oct'24,0.28,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1580449,Pending,2024-10-23,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6140.1392724,Pending,2024-10-23,V-Oct'24,10.93,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1562305,Pending,2024-10-23,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1528035,Pending,2024-10-23,V-Oct'24,0.27,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1542255,Pending,2024-10-23,V-Oct'24,0.5,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6140.1523284,Pending,2024-10-23,V-Oct'24,0.27,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2156016,Pending,2024-10-23,V-Oct'24,0.66,10.9356,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2141259,Pending,2024-10-23,V-Oct'24,0.04,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2160485,Pending,2024-10-22,V-Oct'24,0.28,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2140739,Pending,2024-10-22,V-Oct'24,0.09,1.6824,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2158234,Pending,2024-10-22,V-Oct'24,0.09,1.6824,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2149820,Pending,2024-10-22,V-Oct'24,0.57,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.2164826,Pending,2024-10-22,V-Oct'24,0.28,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Coursera B2C Affiliate Program,14726.6139.2209813,Pending,2024-10-22,V-Oct'24,49,1854.846,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1563327,Pending,2024-10-22,V-Oct'24,0.23,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1609578,Pending,2024-10-22,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1630609,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1585522,Pending,2024-10-22,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1636612,Pending,2024-10-22,V-Oct'24,1.21,20.1888,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1673473,Pending,2024-10-22,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1571708,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1567602,Pending,2024-10-22,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1575901,Pending,2024-10-22,V-Oct'24,0.23,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1613183,Pending,2024-10-22,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1558788,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6139.1231884,Pending,2024-10-22,V-Oct'24,2.49,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1633140,Pending,2024-10-22,V-Oct'24,0.09,1.6824,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1576957,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1668736,Pending,2024-10-22,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1603546,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6139.1597591,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2171107,Pending,2024-10-22,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2146998,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2171232,Pending,2024-10-22,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2154682,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2171119,Pending,2024-10-22,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2166821,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2171320,Pending,2024-10-22,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2151507,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2171545,Pending,2024-10-22,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2157428,Pending,2024-10-22,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2165229,Pending,2024-10-21,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2155720,Pending,2024-10-21,V-Oct'24,0.52,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
ManyChat,9662.6138.1051652,Pending,2024-10-21,V-Oct'24,0,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6138.1811460,Pending,2024-10-21,V-Oct'24,12.2,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6138.1637396,Pending,2024-10-21,V-Oct'24,2.46,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Hostinger,12282.6138.528940,Pending,2024-10-21,V-Oct'24,32.29,1086.8304,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1508742,Pending,2024-10-21,V-Oct'24,0.3,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1532860,Pending,2024-10-21,V-Oct'24,0.32,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.2262776,Pending,2024-10-21,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1562056,Pending,2024-10-21,V-Oct'24,0.3,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1494670,Pending,2024-10-21,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1516168,Pending,2024-10-21,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1546839,Pending,2024-10-21,V-Oct'24,0.51,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1511176,Pending,2024-10-21,V-Oct'24,0.29,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6138.1494787,Pending,2024-10-21,V-Oct'24,0.55,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2153201,Pending,2024-10-21,V-Oct'24,0.57,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2153110,Pending,2024-10-21,V-Oct'24,0.93,15.9828,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2153192,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2154174,Pending,2024-10-20,V-Oct'24,0.57,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2154058,Pending,2024-10-20,V-Oct'24,0.57,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2154332,Pending,2024-10-20,V-Oct'24,0.57,9.2532,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2153486,Pending,2024-10-20,V-Oct'24,0.93,15.9828,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2154116,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2153252,Pending,2024-10-20,V-Oct'24,0.31,5.0472,INR,,Xocoupon,Impact,contact@xocoupon.com
ExpressVPN,16063.6137.990995,Pending,2024-10-20,V-Oct'24,99.95,3028.32,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.2304218,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1573759,Pending,2024-10-20,V-Oct'24,0.26,4.206,INR,,Xocoupon,Impact,contact@xocoupon.com
Coursera B2C Affiliate Program,14726.6137.608744,Pending,2024-10-20,V-Oct'24,4.9,82.4376,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1560381,Pending,2024-10-20,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1576134,Pending,2024-10-20,V-Oct'24,0.05,0.8412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1551867,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1589722,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1597638,Pending,2024-10-20,V-Oct'24,0,0,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1574311,Pending,2024-10-20,V-Oct'24,0.5,8.412,INR,,Xocoupon,Impact,contact@xocoupon.com
Skyscanner,13416.6137.1551486,Pending,2024-10-20,V-Oct'24,0.39,6.7296,INR,,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6137.1451207,Pending,2024-10-20,V-Oct'24,47.58,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
Uber Global Riders,5335.6137.1221451,Pending,2024-10-20,V-Oct'24,47.58,0,INR,gmg,Xocoupon,Impact,contact@xocoupon.com
